no,_id,adWord,appShow,approve,businessZones,city,companyFullName,companyId,companyLabelList,companyLogo,companyShortName,companySize,createTime,deliver,district,education,explain,financeStage,firstType,formatCreateTime,gradeDescription,hitags,imState,industryField,industryLables,isHotHire,isSchoolJob,jobNature,lastLogin,latitude,linestaion,longitude,pcShow,plus,positionAdvantage,positionId,positionLables,positionName,promotionScoreExplain,publisherId,resumeProcessDay,resumeProcessRate,salary,score,secondType,skillLables,stationname,subwayline,thirdType,workYear,job_detail
0,5de5e75734e608e63026c1bc,9,0,1,['亦庄'],北京,达疆网络科技（上海）有限公司,32836,"['年底双薪', '绩效奖金', '岗位晋升', '定期体检']",i/image2/M01/AF/7F/CgotOV3kqOqAZvWrAAAaonXDCck059.png,达达-京东到家,2000人以上,2019-12-02 20:38:25,0,大兴区,本科,,D轮及以上,产品|需求|项目类,1天前发布,,"['免费班车', '新婚红包', '定期调薪', '电脑补贴', '生子红包', '地铁周边', '超长年假', '定期团建', '6险1金']",today,消费生活,[],0,0,全职,2019-12-03 10:33:07,39.795747,亦庄线_万源街;亦庄线_荣京东街,116.510442,0,,成长快、氛围好、领导好,6638350,"['BI', '数据分析']",数据分析岗,,7855636,1,100,15k-30k,0,数据分析,"['BI', '数据分析']",万源街,亦庄线,BI,3-5年,"1 、负责o2o电商日常运营数据的统计, 监控, 梳理指标体系；||2、基于海量用户行为数据, 挖掘不同业务场景下的数据洞察, 发现运营中潜在的问题与机会, 协助推进解决方案的落地和应用；||3、深刻理解数据和业务的关系, 进行各因素影响的量化分析, 通过分析报告和数据结论驱动产品和运营的核心策略的制定和优化。||职位要求：||1、本科以上学历, 数学, 统计学, 计算机等相关专业；||2、精通SQL, Excel, R或python等工具和语言；||3、具备很好的逻辑思维和数据思维能力, 对数据和业务有足够的敏感性；||4、良好的理解, 沟通, 表达, 团队协作, 跨部门协作能力；||5、有互联网或电商行业经验优先。"
1,5de5e75734e608e63026c1bd,0,0,1,,北京,北京音娱时光科技有限公司,286568,"['年底双薪', '绩效奖金', '带薪年假', '免费健身']",i/image2/M01/8B/9A/CgotOV15uyKAMCL3AAAvAzXIrFw812.png,音娱时光,50-150人,2019-12-03 11:23:35,0,海淀区,本科,,A轮,产品|需求|项目类,11:23发布,,,today,移动互联网,[],0,0,全职,2019-12-03 11:23:38,39.977555,10号线_知春路;10号线_西土城;13号线_大钟寺;13号线_知春路,116.352145,0,,技术大牛多；免费餐饮；氛围好；,6263661,"['SQL', 'BI', 'SPSS']",数据分析,,12147286,1,100,10k-18k,0,数据分析,"['SQL', 'BI', 'SPSS']",知春路,10号线,数据分析,1-3年,职责描述：||1.     完善业务数据监控体系，进行新功能指标埋点逻辑设计，搭建分析框架，使业务运营情况数据化呈现；||2.     深入了解业务，基于数据监控及分析研究，发现业务中的问题，同时能够解构问题、分析问题，给出有效改善的建议，并能输出分析报告；||3.     支持业务进行临时数据统计工作，并可从需求中提取业务目的，提高业务效率。||4.     与技术部门密切协作，确保统计需求准确落地以及线上统计无异常。||岗位要求：||1.     本科及以上学历，数学、统计学、计算机科学等相关专业优先；||2.     移动互联网公司至少1年工作经验，数据分析、BI等相关经验优先；||3.     熟练使用 SQL 语言，熟练掌握 Excel、SAS、SPSS、R 等任一数据分析工具；||4.     较强的沟通推进能力、清晰的表达能力、较强的独立思考能力；||5.     自我成长欲望强。|| 
2,5de5e75734e608e63026c1be,0,0,1,['西北旺'],北京,北京千喜鹤餐饮管理有限公司,278964,[],i/image2/M00/15/70/CgotOVn0PGWACXyxAAA4aF7GFgk552.png,千喜鹤,2000人以上,2019-12-03 10:35:09,0,海淀区,本科,,未融资,产品|需求|项目类,10:35发布,,,today,消费生活,"['移动互联网', '视频', 'SQL']",0,0,全职,2019-12-03 11:08:34,40.066757,16号线_永丰;16号线_永丰南,116.249581,0,,福利好，五险一金，住房补助,6660141,"['移动互联网', '视频', 'SQL']",数据分析,,6436858,0,0,20k-30k,0,数据分析,"['SQL', '数据分析']",永丰,16号线,数据分析,3-5年,工作职责：||1.负责根据业务目标，制定并执行产品或业务的运营数据监控与分析机制。||2.完成定期数据监控与业务分析报告，对业务收益情况进行稳定持续的洞察和提供建议方案。||3.规划与提升平台数据统计能力、数据应用能力，提高数据与分析工作效率||任职资格||1)本科及以上学历，计算机、统计、数学等专业优先||2)3年以上工作经验，有一线互联网公司商业分析、管理咨询相关经验者优先||3)优秀的逻辑分析能力和快速学习能力，对数据敏感，对互联网、视频行业感兴趣，相信数据指导运营、指导业务。对大数据相关算法熟悉的优先||4)熟练使用SQL & Hive SQL等数据提取工具，熟练使用Python、R优先，且能独立地完成分析报告。||5)逻辑性、自驱性强，有团队协作意识。
3,5de5e75734e608e63026c1bf,0,0,0,,北京,吉林省海生电子商务有限公司,399744,[],images/logo_default.png,吉林省海生电子商务有限公司,少于15人,2019-12-03 10:35:56,0,朝阳区,本科,,不需要融资,产品|需求|项目类,10:35发布,,,today,电商,['其他'],0,0,全职,2019-12-03 10:30:37,40.042254,,116.291027,0,,五险一金,6660148,['其他'],数据分析,,10978749,0,0,33k-50k,0,数据分析,['数据分析'],,,数据分析,3-5年,1.基于对业务的支持和理解，搭建出可以准确反映业务运作状况的数据指标体系；||2.商业嗅觉灵敏，善于沟通，能够深入了解业务、挖掘业务问题和痛点，通过数据分析为业务决策、产品方向、运营策略提供数据支持；||3.沉淀分析思路与框架，提炼数据产品需求，与相关团队（如技术开发等团队）协作并推动数据产品的落地，实现数据产品化。||4.组建数据分析团队。||任职需要||1.数学、计算机、统计学等相关专业本科以上学历，5年以上相关工作经历；||2、至少熟练使用R、SQL、SAS、MATLAB、PYTHON中的一种，熟练掌握SQL，熟悉常用数据统计和分析方法； ||3、逻辑清晰，主动进取，较强的沟通能力，善于团队合作，主动思考； ||4、具有较强的逻辑性，良好的沟通表达和组织协调能力；
4,5de5e75734e608e63026c1c0,0,0,0,"['大望路', '建外大街', '南磨房']",北京,韦博网讯科技（北京）有限公司,580170,[],i/image2/M01/41/6C/CgoB5lz3eJGAYy2MAACd7SzHgKw899.jpg,WPIC,50-150人,2019-12-03 12:10:22,0,朝阳区,本科,,未融资,产品|需求|项目类,12:10发布,,,today,"电商,软件开发",['电商'],0,0,全职,2019-12-03 11:54:22,39.907088,1号线_国贸;1号线_大望路;10号线_国贸;14号线东段_大望路,116.47639,0,,待遇优厚 ，良好的发展前景,6590101,['电商'],数据分析,,13213101,0,0,10k-15k,0,数据分析,['数据分析'],国贸,1号线,产品|需求|项目类,1-3年,"职责描述：||1. 调研工作以客户需求为主导；||2. 根据市场调研计划，进行市场信息的收集分析；||3. 对数据营销推广进行策略分析；||4. 各行业相关的电子商务分析；||5. 定期整理数据报告||6. 负责完成部门领导交办的其他工作。||Job Duties:||1. The research work is dominated by customer needs.||2. Collect and analyze market information according to market research plan.||3. The strategy analysis of data marketing promotion;||4. Analysis of e-commerce related to various industries;||5. Regular collation of data reports||6. Responsible for other tasks assigned by Department leaders.||任职要求：||1. 专业不限，经济学、统计学优先||2. 熟练使用Office；||3. 有数据营销行业数据分析工作经验优先；||4. 对数字敏感，逻辑性强，责任心强；||5. 工作仔细认真，具较强的沟通协调能力和团队精神；||6. 自学能力强，有较强的工作主动性。||1. Majors are unlimited and economics and statistics are preferred.||2. Proficiency in Office;||3. Experience in data analysis in data marketing industry is preferred.||4. Be sensitive to numbers, logical and responsible.||5. Work carefully and conscientiously, with strong communication and coordination ability and team spirit;||6. Strong self-study ability and work initiative."
5,5de5e75734e608e63026c1c1,0,0,1,"['学院路', '知春路']",北京,久爱致和（北京）科技有限公司,22130,"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",image1/M00/39/36/CgYXBlWoZiuADfvjAAB54W84tmg382.png,久爱致和,150-500人,2019-12-03 11:19:47,0,海淀区,本科,,上市公司,产品|需求|项目类,11:19发布,,"['公司氛围好', '免费体检', '地铁周边', '定期团建', '生日聚会', '6险1金']",today,电商,"['电商', '数据运营']",0,0,全职,2019-12-03 11:18:57,39.977347,10号线_知春路;10号线_西土城;13号线_大钟寺;13号线_知春路,116.351976,0,,互联网公司 十三薪 六险一金,6422612,"['电商', '数据运营']",数据分析,,14418191,2,100,6k-8k,0,数据分析,"['数据运营', '数据分析']",知春路,10号线,数据分析,1年以下,岗位职责：||1、负责统计电商平台内各项目的日常运营数据及活动数据；||2、跟踪与了解电商平台内公司产品及竞品的销售数据情况；||3、根据项目多维数据，分析项目运营状况，为运营提供支持及建议；||4、参与项目销售预测、活动策划、日常运营等相关工作；||任职要求： ||1、全日制统招本科毕业；||2、有京东/天猫/猫超等平台运营经验优先 ；||3、具备逻辑思维能力，面对数据认真仔细有耐心，学习能力较强；||4、熟练使用PPT和Excel，善于总结分析，并输出报告；||5、数据分析工具：Excel为主，涉及python、SQL、数据库等||6、对数据有一定敏感度，优秀的沟通表达能力，一定的抗压能力。
6,5de5e75734e608e63026c1c2,0,0,1,['酒仙桥'],北京,北京斑马天下教育科技有限公司,568402,[],i/image2/M01/31/A3/CgotOVzb80yAP131AAC3g0DQb8c938.png,斑马天下,50-150人,2019-12-03 10:57:38,0,朝阳区,本科,,天使轮,产品|需求|项目类,10:57发布,,,today,教育,"['教育', '电商', '数据运营', '数据库', 'BI']",0,0,全职,2019-12-03 10:57:33,39.974523,14号线东段_将台,116.497451,0,,六险一金，试用期100%薪资，大牛带队,6353330,"['教育', '电商', '数据运营', '数据库', 'BI']",数据分析,,13756428,0,0,10k-20k,0,数据分析,"['数据分析', '数据运营', '数据库', 'BI']",将台,14号线东段,数据分析,1-3年,岗位职责：||1. 建立教学、用户增长业务指标体系，监控和分析业务运营情况，建设业务报表体系||2. 负责日常的数据分析工作，包括数据获取、数据清理、数据分析，并且对分析结果有深刻见解，并形成简明扼要的分析报告；||3. 领导层决策数据支持，基于对数据与行业的把控，输出数据策略，协助业务决策；||4. 负责推动用户关联基础数据建设，包括用户行为数据埋点、用户数据模型构建等||5. 总结分析框架，并形成相关数据产品||任职资格：||1. 良好的业务理解能力，能快速学习和理解教育业务，并建立指标体系；||2. 良好的数据敏感度和良好的数据分析方法，能快速发现数据问题并归因，2年以上数据分析师经验；||3. 熟悉行业内用户行为分析数据产品，比如神策，熟悉行业BI工具，比如tableau，有丰富的使用经验；||4、具备大数据的处理能力，掌握hive、SQL等相关数据提取工具，熟练操作excel、SAS/SPSS等工具；||5、教育、电商行业经验优先；
7,5de5e75734e608e63026c1c3,0,0,1,,北京,深圳瑞银信信息技术有限公司,176986,"['带薪年假', '管理规范', '五险一金', '岗位晋升']",i/image/M00/B3/90/Cgp3O1i81EGABdDWAAAXGblOzaA917.jpg,瑞银信,2000人以上,2019-12-03 10:40:13,0,朝阳区,本科,,不需要融资,开发|测试|运维类,10:40发布,,,today,"移动互联网,金融",['金融'],0,0,全职,2019-12-03 10:40:08,39.933115,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼,116.457221,0,,"五险一金,定期体检,每月补贴",4807455,['金融'],数据分析,,6140131,2,44,10k-20k,0,数据开发,['数据分析'],团结湖,6号线,数据分析,不限,"岗位职责：||1. 研究现有业务和客群，针对业务需求建立数据分析模型，为业务团队提供数据分析及业务诊断建议，撰写分析报告，分析范围包括市场、运营及风险，并不断优化结果；||2. 通过对数据的分析不断提取业务特征变量，从数据层面帮助业务团队加深对客户、产品、风险的认识；||3. 通过日常数据分析和深入专项分析，及时预警潜在风险或提示潜在业务机会|| ||任职要求：||1.本科及以上,金融、数学、统计学、计算机等相关专业;||2. 熟悉统计分析和数据挖掘，具备熟练的Excel技能，具备一年以上SAS编程经验； 同时具备python等其他语言编程能力优先；||3.具有较强的逻辑思维能力和数据敏感度，可以独立进行数据分析并出具报告；||4.对消费金融和互联网金融有一定认识；||5. 好奇、勤奋、乐观，终身学习者，对数据分析充满热情。"
8,5de5e75734e608e63026c1c4,0,0,1,,北京,北京木瓜移动科技股份有限公司,88,"['五险一金', '岗位晋升', '技能培训', '定期体检']",i/image/M00/0C/82/Cgp3O1bXptSALMEYAACiVHhP9ko373.jpg,木瓜移动,150-500人,2019-12-03 10:50:28,0,海淀区,本科,,B轮,产品|需求|项目类,10:50发布,,,today,移动互联网,[],0,0,全职,2019-12-03 10:09:44,40.015752,,116.353717,0,,国际化团队，快速成长，扁平化管理,6281169,"['商业', 'SQL', '可视化']",数据分析,,688,1,100,15k-25k,0,数据分析,"['商业', '数据分析', 'SQL', '可视化']",,,数据分析,3-5年,职位职责： ||1、负责部门层面的业务分析工作，收集、整理和可视化每天的业务数据，撰写优化运营日报/周报/月报，建立统计分析模型，深入研究和分析影响运营指标的关键因素； ||2、跟踪业务/重点项目的发展变化，对业务经营发展状态进行监控分析，提出策略建议报告；||3、基于现有的数据，提出和跟进数据需求，优化取数口径和方式。 ||4、协助数据产品运营团队，解决日常数据发布以及客户提出的复杂数据问题。||职位要求： ||1、良好的数据敏感度，能从海量数据中提炼核心结果，有丰富的数据挖掘，信息采集整理，分析能力； ||2、两年以上数据分析相关从业经验，有过物流行业、广告行业者优先；||3、责任心强，具备沟通协调和闭环管理、推进能力。有带队经验者优先;
9,5de5e75734e608e63026c1c5,0,0,1,,北京,北京京东世纪贸易有限公司,18139,"['五险一金', '带薪年假', '免费班车', '定期体检']",i/image2/M00/13/95/CgotOVnwNqeAFbmnAABaH5Q_vVE401.png,京东集团,2000人以上,2019-12-03 09:32:18,0,通州区,大专,,上市公司,产品|需求|项目类,09:32发布,,"['免费班车', '免费体检', '地铁周边']",today,电商,[],0,0,全职,2019-12-03 10:58:04,39.78657,亦庄线_经海路,116.56323,0,,京东,6605944,"['数据运营', 'SQL', '数据库', 'BI']",数据分析,,11839999,1,0,15k-25k,0,数据分析,"['数据运营', 'SQL', '数据库', 'BI']",经海路,亦庄线,数据分析,5-10年,"1.负责从数据底层提取各维度数据，通过数据挖掘和分析，为业务决策和开展进行保驾护航； ||2. 负责数据的产品化、报表化、可视化，包括搭建业务的基础数据指标体系，开发并维护相应的数据报表，提高人效； ||3. 参与搭建相关业务数据模型，从数据角度提供论证与支持； ||4. 负责监测业务的日常数据，关注数据波动并能够分析和解读数据异常； ||5. 其他数据类相关工作的支持。||1、计算机科学、信息科学、机器学习、人机交互、统计学、应用数学等领域专业； ||2. 三年以上数据相关岗位的工作经验； ||3. 熟练使用SQL/Hive等数据库语言，熟悉Python或者R等数据处理语言；||4. 有Hadoop、Spark等平台的海量数据处理经验优先； ||5. 有国内外互联网公司或其他行业的数据BI分析经验优先。 ||6. 较强的内驱力和抗压能力、以结果为导向；责任心强，用于承担工作压力。"""
